reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,label_sentiment
4b88f417-5880-4cb1-ace1-49a6f9374987,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"kenapa note di reels dihapus? padahal udah suka banget🙂🥀 dan tolong yaa itu kalo ada story lama di sorotan kadang ""audio tidak tersedia"" jadi ga enak banget sumpah😭 tolonglah jadi ga aesthetic gitu, ubah jadi bisa ganti atau jangan bikin audio tidak tersedia gitu wee. 👊🏻😔 trus juga musik yang tersimpan ga muncul di akun ku yang sering aku gunain, giliran yang jarang aku pake ehh muncul tuh audio yang disimpan. 🙂🥀🥀 kit heart dedek",1,1348,376.1.0.55.68,2025-04-18 13:45:53,,,376.1.0.55.68,Negative
453e0cc7-521a-490f-b20a-a59b1454bcc3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"aku mengalami 3 masalah, salah satunya adalah 1. Durasi instagram story terlalu singkat 2. kadang tidak bisa memuat gif/memuat gif terlalu lama padahal sinyalnya bagus 3. terkadang tidak bisa like reels tolong perbaiki",3,117,377.1.0.48.63,2025-04-24 02:39:19,,,377.1.0.48.63,Neutral
2152bdc1-e414-4bb6-8160-f8b204c343b9,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"knp setiap saya mau upload feeds di second dan saya edit entah geser sedikit foto atau tambah teks itu selalu gambar nya ilang, ga bisa di up dan harus ulang dari awal. bahkan saya sering kerja 2× untuk edit foto nya di apk lain agar bisa langsung post. ini udah sering bgt gatau knp. Dan juga setiap mau upload sg di akun mana pun harus ngulang 3-4× karena begitu di post ga langsung nge post, tp ke hapus dan muncuk tulisan ""kesalahan"". ig tolong dong ini nyusahin bgt.",1,214,377.1.0.48.63,2025-04-26 09:18:09,,,377.1.0.48.63,Negative
d75d4611-dbd2-4ec1-a0be-631cf3e12c45,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aku suka memakai Instagram foto dan video yang ku posting banyak yang tonton dan film film di Instagram sangat menyenangkan bukan cuman itu filter Instagram juga cantik dan sangat menarik begitu juga dengan fitur fitur Instagram lain nya yang sangat seruuuuu!!!!!!!!!!,5,417,377.1.0.48.63,2025-05-01 18:02:05,,,377.1.0.48.63,Positive
a7577b7a-7302-4bff-adfb-7a8811e5f520,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,oke sekarang saya kalau mau posting foto terjadi bug. ini gatau ya mungkin aja app instagram gak kuat apa gimana tiap posting sesuatu ada aja kendala contoh mau kasih caption tiba tiba ga ada daftar cari tuh di @ ataupun dikasih pager. terus udh dibenerin sendiri bugnya... malah ketemu bug baru yaitu gambar tiba tiba penyet sendiri. dan pindah pindah sendiri. tolong dong dibenerin bugnya resah banget,1,50,376.1.0.55.68,2025-04-26 17:50:58,,,376.1.0.55.68,Negative
6b179fdb-624d-4e67-8ea3-037742fbf8f8,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Banyak bug, 1. notif pesan gada pdhl di setelan udh dihidupin. 2. Pengikut kdg hilang tp kdg kembali seperti semula 3. layar tiba2 blank hitam pdhl cuma liat video reels dan HP mumpuni dgn ram besar tp masih aja blank 1. Penyimpanan data instagram masih terlalu besar pdhl buka ig cuma sebentar & cuma lihat story 2. Kualitas foto & video ga maksimal, pdhl udh diaktifin disetelan aplikasi masih sama kadang suka blur padahal kualitas foto sudah UHD Mohon diperbaiki",1,541,375.0.0.38.66,2025-04-11 04:34:08,,,375.0.0.38.66,Negative
c080eaff-2713-4c23-a324-8cf723150551,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Di update aplikasinya malah makin parah! masa saya gak bisa lagi tag teman saya di story Instagram maupun di notes Instagram. BARU KALI INI KECEWA BANGET SIH SAMA INSTAGRAM. Tolong deh diperbaiki Kembalikan seperti sebelumnya itu lebih baik!,1,39,375.0.0.38.66,2025-04-08 18:05:13,,,375.0.0.38.66,Negative
29ad3ef3-a0f8-4a8d-90de-501440a4060c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"[UPDATE BUG] Ketika kita ingin melihat caption panjang dengan mengKlik ""selengkapnya"" sering not respon, bahkan sudah di klik berulang2 masih aja sama, sudah saya restart aplikasi tapi masih aja sama, fitur doang di kembangkan tapi Bug dan lainnya tidak di perbaiki.",1,437,377.1.0.48.63,2025-04-27 15:55:00,,,377.1.0.48.63,Negative
ca7abada-ffce-4c50-bfa8-ed452a7733af,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"aplikasi nya bagus.. tapi tolong, tambahkan sebuah fitur untuk memindah foto di postingan yang sudah terlanjur terposting, untuk mengurutkan lagi agar sesuai keinginan kita sebagai pengguna, soalnya tadi saya salah urutan fotonya, ada foto/vidio yang saya mau pindah urutannya terimakasih, semoga direspon",5,297,377.1.0.48.63,2025-05-02 09:12:00,,,377.1.0.48.63,Positive
ddf18cb5-e669-45d2-bd25-57502e8bd9ae,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"error terus ini gimana Instagram parah,udah diupdate malah gk bisa memuat kabar berita,kuota masih banyak,selalu muncul tulisan aneh,pdhl jarang buka Instagram,katanya sering ada aktifitas yg mencurigakan,aneh..posting juga jarang,...banyak bug nya,parahh tolong diperbaiki lah,",1,17,378.0.0.52.68,2025-04-29 22:48:00,,,378.0.0.52.68,Negative
6d053733-6fe4-493f-af0d-30ce16b66910,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"tolong kembalikan lagi zoom di reels soalnya susah kalau tidak ada. liat story instagram dan aplikasi semakin lama semakin nge bug dan error melulu, aplikasi semakin lama semakin banyak error, tolong segera diperbaiki ya.",1,138,376.0.0.52.68,2025-04-18 17:09:01,,,376.0.0.52.68,Negative
be33a9d4-b66b-4261-8006-cf1c3c85baf4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"hai, saya pengguna Instagram untuk itu saya minta fitur (tambahkan cerita) di kembalikan di update berikutnya, karna fitur tersebut memberi pengalaman baru & menarik bagi banyak pengguna Instagram tentunya, untuk saat ini saya beri 1* dan jika fitur (tambahkan cerita) kembali! saya akan beri 5* . terimakasih",1,11,377.1.0.48.63,2025-04-29 23:05:45,,,377.1.0.48.63,Negative
cc2e88f5-4516-4fdc-96b7-2e6f1b418fa4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"saya tidak sengaja menguninstal aplikasi ini karena layar masih online namun di taruh ke saku, saat mencoba instal kembali lalu relog, tidak bisa taruh password, saat ingin mengubah password pun email dan nomer tidak bisa dipakai, 'ada masalah' dan itu terus berulang. mohon tanggapannya.",2,8,378.0.0.52.68,2025-05-02 04:14:51,,,378.0.0.52.68,Negative
b56074ee-4357-4062-b2d6-ab5818fc264e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"ih kok sekarang iklan nya jadi tambah banyak ya? baru 1-2 kali scrol langsung iklan, mana kadang iklan berturut turut 2-3 kali ada juga yang 2 iklan yang sama berturut-turut. ya sebenarnya it's okay kalo ada iklan, tapi ya g sesering itu juga kali. saya tuh mau nonton reels, bukan iklan",1,15,376.0.0.52.68,2025-04-29 21:26:23,,,376.0.0.52.68,Negative
f528f43f-c8df-4177-ac47-04119433401b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"aplikasi nya bagus, sya suka. tetapi mengapa ketika saya buka Instagram, kadang² tuh ga bisa buka? memori masih aman sih. dan kali ini yang paling parah... saya benar² ga bisa membukanya. padahal saya sudah mengikuti tutorial mengatasi masalah ini di YouTube. mohon bantuan untuk mengatasi masalah ini🙏",4,16,377.1.0.48.63,2025-04-29 04:12:44,,,377.1.0.48.63,Positive
429787a1-0e02-4fb7-b336-b296858fb0b1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Instagram makin kesini makin lemot dan mengecewakan pengguna nya gara gara sering di upgrade terus menerus... Terima kasih... Tolong kalau mau upgrade, makin di rusak ya 🥹 Tuhan memberkati.",1,12,378.0.0.52.68,2025-05-02 07:23:06,,,378.0.0.52.68,Negative
fff6b8d8-2a6c-43c6-9184-03f33aaa95d7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,knpa disetiap waktu sya habis ngescrol maupun kirim pesan di Instagram ada kendala misal nya saya habis scrol vidio di Instagram tiba tiba muncul gambar putihh polos doang dan ketika kluar langsung kembali lgi seperti semula tetapi pas saya cek profil orang lain kaya seperti baru menggunakan aplikasi pengikut/mengikuti 0 foto profil kosongan+seluruh postingan kosongan semua apalagi tidak bsa mengirimkan pesan padahal koneksi internet saya sangat bagus dan saya mencoba keluar tpi tetep g berubah,1,27,375.0.0.38.66,2025-04-13 12:41:58,,,375.0.0.38.66,Negative
cad8b771-6e29-46eb-a71b-b3fa285a3367,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Tolong perbaiki masalah bug tidak dapat memuat gambar ketika melihat postingan orang lain yang memiliki beberapa slide di beranda. (stuck/buffer ketika melihat beberapa slide terakhir). Juga masalah tidak dapat memposting ulang reels ke Cerita!,1,90,374.0.0.43.67,2025-04-06 10:15:46,,,374.0.0.43.67,Negative
47dc12d9-d1d8-4ea2-8a87-45f825030dcd,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"sebagai pengguna saya merasa update Instagram akhir akhir ini agak menyebalkan, dan mengecewakan. Dari mulai grid yang berubah, hingga ke catatan pada reels/foto yang dihapus. Ini kecil, tapi membuat Instagram serasa kehilangan ""Jati dirinya"". Tolong kedepannya lebih diperhatikan!",3,341,374.0.0.43.67,2025-04-05 14:15:53,,,374.0.0.43.67,Neutral
d500ed1f-0689-453c-9c9c-e15e6a5e3abd,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"pembaruan aplks sgt buruk, pengaturan tiba tiba sering berubah, mulai dari akun publik berubah ke privat dengan sendiri nya namun saat dirubah tidak bisa. kadang ada video rels ngebug dengan sendiri nya tolong sedikit diperbaiki supaya lebih baik lagi.",1,697,374.0.0.43.67,2025-04-10 19:13:07,,,374.0.0.43.67,Negative
e4561c31-29e9-40b6-a08e-da38068c5263,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Video beserta foto yang ditampilin oke,namun disetiap nonton reels selalu nampilin sesuatu yang udah diblok dari awal (contoh kayak anime solo leveling,udah diatur agar gak muncul pas scroll reels tetep muncul) hanya itu sih keluhannya selebihnya aman. Thank you instagram,i'm very happy!!",5,1157,374.0.0.43.67,2025-04-11 10:11:04,,,374.0.0.43.67,Positive
4c92750f-b24a-4cb9-855e-c719849e9b8c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"bagus semua udah, tapi emang kalau mau ngirim foto atau vidio ke temen ke kompres jadi burem banget, sama satu lagi di saya itu kalau mau ganti sampul sorotan lamanya minta ampun sampe sekarang ngk bisa diganti tolong dong😭",3,0,378.0.0.52.68,2025-05-04 14:28:39,,,378.0.0.52.68,Neutral
14084eda-2d6f-43a6-9b4f-283b61f24d85,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Banyak bug gak jelas ... komen tiba2 hilang. Edittext di search mengecil krna pake wrap content 🤣 udh di update msh aja bnyk bugnya.. simpan reels aja susah. klik baca selengkapnya gak bisa,1,25,376.1.0.55.68,2025-04-19 01:11:21,,,376.1.0.55.68,Negative
6fb69d5d-9ec9-4ae5-9ce0-74e7f9eabe4f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Instagram sekarang buruk tgl pembuatan postingan yg dulu di bawah di ubah ke atas malah seringan gak muncul, jadi gak tau postingan kapan itu. terus tanggapan reaksi di hapuskan padahal itu fitur yg menarik ketika ada di Instagram",1,6,377.1.0.48.63,2025-05-02 12:17:10,,,377.1.0.48.63,Negative
c57aede5-1136-49ae-a88c-20951847587b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Tampilan feed yg terbaru kurang bagus manjang² gak persegi kaya dulu. makin ke sini settingan algoritma, privasi, dll nya entah jadi kurang seru makin menurun",3,1,378.0.0.52.68,2025-05-03 11:37:21,,,378.0.0.52.68,Neutral
3f3107e8-97f3-4070-94a7-75ef87d04a90,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mohon di perbaiki padahal jaringan bagus dan volume hp sudah di kasih keras tpi pas di tekan suaranya di ig gk kedengaran suara nya pas nonton story jga GK ad suara nya dan GK gerak video nya di reels nya jga gitu bagaimana ini mohon di perbaiki error nya,2,4,378.0.0.52.68,2025-05-01 15:28:25,,,378.0.0.52.68,Negative
3fb2f0b7-da02-429a-a739-ba4b04992d85,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"ni ya ig banyak masalah nya versi ini kek, setiap mau upload instastory, itu selalu muncul notifikasi "" Kesalahan "" trus aku cek instastory yang udah aku upload itu ga ada itu tolong dong perbaiki sumpah ganggu banget demi, lalu bug saat pilih lagu itu, ga ada sama sekali yang muncul list lagu yang pertama kali saat di buka kek makin kesini makin banyak masalah nya ig",1,2632,368.0.0.45.96,2025-02-25 09:56:38,,,368.0.0.45.96,Negative
6ffbda6b-1510-4d5f-9d01-02fbdc4a5380,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Instagram ini bagus banget, tapi sayangnya filter banyak yang hilang, ga bisa di akses, apalagi kadang musik yang kita pakai, hilang atau gabisa di gunain, mungkin juga tambahin fitur kalau ga sengaja ke hapus, bisa di pulihkan, tapi selebihnya baguss bangett 💋",5,1197,369.0.0.46.101,2025-03-01 14:16:34,,,369.0.0.46.101,Positive
93b62e7d-6c70-4c91-8225-993407554c81,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"aplikasinya bagus banget menurut ku, kalau bisa untuk terjemahan saat menonton vidio di perbaiki, karena saat saya mengaktifkan terjemahan dan memilih bahasa jangan terjemahkan ke dalam bahasa ID teks terjemahannya tidak ada yang muncul. tolong kedepannya diperbaiki, GSH",5,2441,371.0.0.36.89,2025-04-02 07:02:11,,,371.0.0.36.89,Positive
1f6c9402-2b55-4afe-99ca-55f5a19c4577,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"sekarang setelah update malah berat utk lihat video di reels, jadi hasilnya patah2 pdhal sinyal lancar. Tolong diperbaiki, tambah jelek sekarang kalo mau daftar buat akun baru gk bisa, padahal sinyal bagus dan udah ganti hp maupun pake laptop tetep gk bisa",1,321,368.0.0.45.96,2025-02-24 10:12:22,,,368.0.0.45.96,Negative
98399c8e-4285-4707-a952-0b0ab60864f8,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Saya suka aplikasi ini, tapi ada fitur yang kurang. Tolong tambahkan fitur supaya semua konten video tidak diputar otomatis. Saran untuk mode penghemat data. Berikan opsi supaya pengguna bisa milih. Foto dan video jangan ditampilkan otomatis, tapi manual saat mode penghemat aktif.",5,4021,369.0.0.46.101,2025-03-05 08:57:33,,,369.0.0.46.101,Positive
a8d75f84-b519-4424-ae6a-a59d8984126d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Reel yang disarankan dan bermunculan tidak sesuai dengan reel yang saya sukai/like, sekalinya muncul lalu saya menonton sampai habis dan menyatakan tertarik pada reel tersebut tapi tetap saja jarang muncul reel saya saya nyatakan tertarik, tolong diberikan fitur yang lebih luas lagi tentang kelola preferensi konten agar kita bisa menemukan reel yang kita sukai. Tolong tanggapi hal ini 🙏🏿",2,247,368.0.0.45.96,2025-03-04 09:50:53,,,368.0.0.45.96,Negative
